Route,Run,0
49,1,9247.309108100255
49,2,9489.442353062905
490,1,17642.669970062987
490,2,17250.987481670225
491,1,12548.573681779817
491,2,12934.261524146012
492,1,20510.816283875567
492,2,20558.910245601866
493,1,18445.11762233127
493,2,16640.050119247968
496,1,11429.56761524472
496,2,11481.050757172061
497,1,2864.003769623376
497,2,3063.6901563718015
498,1,10953.847782757888
498,2,10896.16000790293
499,1,14219.158775886026
499,2,13298.059595316112
5,1,15706.95619008876
5,2,15792.725674239844
50,1,13705.390646211
50,2,13553.84482507039
507,1,2838.1874292343937
507,2,2986.439419989727
51,1,18232.316640249705
51,2,17884.4420188974
52,1,10324.824260197747
52,2,10460.52970240621
521,1,4717.065018634281
521,2,4618.350970885997
53,1,17678.966597255687
53,2,16892.144031278283
533,1,8157.870394710784
533,2,8337.066071671452
54,1,16136.748000532489
54,2,15926.599344631102
549,1,8756.556524226042
549,2,8660.826181216209
55,1,13867.285325957126
55,2,14233.29682089363
559,1,6417.608608566737
559,2,6415.353568664204
56,1,12152.97448577361
56,2,11992.053749021306
57,1,17206.504025700022
57,2,17197.599971362764
570,1,2169.0906480137
570,2,639.1814749658556
58,1,11682.93946909794
58,2,11695.480783940315
59,1,10041.246459734002
59,2,10056.510566125136
6,1,11769.923769335535
6,2,11899.22298281809
60,1,18364.071497687622
60,2,17833.463045476175
601,1,16081.153929958113
601,2,16455.892786197746
602,1,13131.441365073917
602,2,13414.3556177969
603,1,8919.141671696216
603,2,8788.931532962946
605,1,10540.314972498407
605,2,10818.810627408551
606,1,14048.744487085576
606,2,14018.806802414378
607,1,20217.867162286617
607,2,20461.20406206063
608,1,11096.14789531875
608,2,11172.68273655028
61,1,16006.067406387407
61,2,15791.735649650587
612,1,10264.806340541005
612,2,10107.987423819743
613,1,12102.005358136792
613,2,12379.293078535871
616,1,9924.450211362828
616,2,10259.917263570253
617,1,10325.939724973303
617,2,10301.60642581549
62,1,12744.90160978493
62,2,13495.845192026934
621,1,7581.711382746633
621,2,8208.993659204882
624,1,9988.248558084537
624,2,6947.145453884785
625,1,10509.424616082133
625,2,11041.658050465085
626,1,13708.361605150047
626,2,13610.876183441977
627,1,9757.149529369799
627,2,9795.653243247274
628,1,16867.824185942933
629,1,11302.332626206435
629,2,11011.156896907005
63,1,10969.994242200532
63,2,11422.662332838878
631,1,322.8513589873829
631,2,77.88452991448301
632,1,10435.618448551808
632,2,9586.426362963108
633,1,9310.203135576268
633,2,9162.65900238595
634,1,9454.766192781886
634,2,9545.475392880486
635,1,9481.478408419705
635,2,9384.214338262247
638,1,16626.26235710594
638,2,15132.703939653638
639,1,10663.864643248404
639,2,11322.741120482731
64,1,16448.794604218925
64,2,16956.356911304436
640,1,8110.745428739649
640,2,7114.806570981043
642,1,8641.861361727304
642,2,8661.776146025888
642,3,769.5522042603882
643,1,5244.66344203613
643,2,5391.330399675472
646,1,12620.791451912368
646,2,13607.020569103091
648,1,8227.07407060384
648,2,8411.423894059924
649,1,7595.550289268134
649,2,7954.013585258996
65,1,13807.398387796633
65,2,13879.256999186648
650,1,6610.115661074355
650,2,6903.320505415425
651,1,8154.393781215643
651,2,8318.208747832434
652,1,11387.356638930678
652,2,11230.83625289283
653,1,11573.701569348295
653,2,11585.223108946828
654,1,14850.473909888648
654,2,16148.194393305806
655,1,6434.386501307877
655,2,6981.945858304465
656,1,7986.944576884451
656,2,7958.907743902546
657,1,5845.633750994532
657,2,5985.873344199486
658,1,8588.352866182819
658,2,8263.313734845788
66,1,13972.936033516724
66,2,14304.466083121177
660,1,8798.457514017162
660,2,8761.259324478524
661,1,6677.136768107364
661,2,6674.777953976675
662,1,5936.985068806286
662,2,6022.178694406309
663,1,6298.084109651792
663,2,6451.989693554714
664,1,17762.520583229325
664,2,17694.763279593746
665,1,7037.069006920459
665,2,7185.219534665022
667,1,8718.950075312983
667,2,8882.128285933311
669,1,17150.168915862923
669,2,16150.777956818074
67,1,7707.0237739702625
67,2,7238.764009579887
670,1,8542.767331571322
670,2,9430.90906231688
671,1,9965.15198949993
671,2,10065.226295969567
672,1,4158.4167520222
673,1,12346.090054801105
674,1,7971.189050623358
674,2,8415.561415381235
675,1,8303.145776355004
675,2,8165.740990511189
677,1,16756.547253495064
677,2,16422.8889002474
678,1,7510.419481257332
678,2,10561.864066674942
679,1,12523.706819067678
679,2,12177.497593234833
68,1,12087.152243217262
68,2,12080.15148805542
681,1,10349.70098848194
681,2,10879.501176529015
683,1,10967.126949809868
683,2,10869.589983193879
684,1,13488.695432854505
684,2,13954.250685158431
685,1,3284.826872880914
686,1,3297.6633840453974
686,2,3083.2008238426465
686,3,6222.89998668953
687,1,6939.156985780078
687,2,6809.816982949569
688,1,17672.620571005704
688,2,17748.23552661864
689,1,6207.663547120149
689,2,6307.883588769671
69,1,9711.074737592402
69,2,10091.610327943608
690,1,9667.972448030305
690,2,9833.102898387704
692,1,10304.77872364684
696,1,18029.639672225192
696,2,17732.433881291945
697,1,11436.512090604549
697,2,10577.509386755606
698,1,13025.89186634249
698,2,12688.338767533358
699,1,13820.386374559741
699,2,13571.729546579923
7,1,9231.778210191964
7,2,9104.081204543985
70,1,13198.882704206364
70,2,13535.356901902978
71,1,9481.270359481248
71,2,9289.696634779084
718,1,6387.141803876044
72,1,5363.249250504286
72,2,5080.701193187859
73,1,9136.929839698681
73,2,8652.236810886177
74,1,10898.20811809327
74,2,11011.111304518055
75,1,13258.145854712115
75,2,13427.228508900109
76,1,13577.82704454057
76,2,13314.495929802892
77,1,12646.94435510075
77,2,12639.257111676188
78,1,9102.882899448647
78,2,9368.428057282372
79,1,11065.358206180526
79,2,11046.35596669553
8,1,9278.687124548118
8,2,9690.305547991073
80,1,12993.2410593222
80,2,12884.35185056972
81,1,18494.22323976134
81,2,18026.374650708436
83,1,11993.739275438886
83,2,11903.210306084464
85,1,10600.44509167902
85,2,10575.774680376118
86,1,14835.118733516607
86,2,14625.33620205546
87,1,9638.280525159647
87,2,9818.555116794527
88,1,13143.672761961187
88,2,12985.21047451389
89,1,17157.27794205349
89,2,17124.460444688644
9,1,8186.95237753435
9,2,8097.1445813567425
90,1,16218.500197147723
90,2,15937.914166044617
91,1,9896.935543133786
91,2,10134.261562926704
92,1,13351.383570835827
92,2,13024.382643088999
93,1,14251.119906778426
93,2,13990.094164745093
94,1,9930.12558698761
94,2,9832.958054726265
95,1,15903.795375488084
95,2,15922.263357818776
96,1,17641.771824187603
96,2,17739.95051445114
969,1,12681.053966803403
969,2,12097.712736278065
97,1,12280.635243246916
97,2,11977.480877986422
98,1,10167.386044396082
98,2,10149.640415500535
99,1,16735.850772487294
99,2,15591.730729097435
A10,1,11091.637537779792
A10,2,11320.83035277948
B11,1,12043.12875489342
B11,2,11672.82985685541
B12,1,15446.375489580223
B12,2,15539.254584412163
B13,1,9381.648008598762
B13,2,7472.546428753224
B14,1,15911.486597646117
B14,2,15514.642939762136
B15,1,11456.824157655763
B15,2,12323.273096679955
B16,1,13077.775727559
B16,2,12888.386340475601
C1,1,9060.589157971104
C1,2,8007.862005766175
C10,1,12453.765871387224
C10,2,12545.138012223999
C11,1,11927.05195449052
C11,2,11239.339618056112
C3,1,5818.173957155285
C3,2,6251.096728706478
D3,1,8971.474648491698
D3,2,9677.78000050082
D6,1,7558.402359757826
D6,2,7450.51049977148
D7,1,8740.985336783868
D7,2,8622.99080399501
D8,1,7901.769813127766
D8,2,7199.5485244449355
E1,1,4380.3033026877365
E1,2,4396.209212177588
E10,1,9754.59544376979
E10,2,9762.253253573386
E11,1,6054.867772905902
E11,2,5746.127263444049
E2,1,9319.926046544997
E2,2,9802.356194812743
E3,1,13776.434284410094
E3,2,13697.535124509015
E5,1,9991.63147506708
E5,2,10235.097029507186
E6,1,11336.53975178347
E6,2,11491.780473225408
E7,1,12658.709938567055
E7,2,12593.149090254776
E7,3,1112.4411984497483
E7,4,983.7111444465448
E8,1,11108.637597844707
E8,2,10873.20259440665
E9,1,9068.812192668818
E9,2,9165.56963470441
EL1,1,7113.97513171452
EL1,2,7033.68534944651
EL2,1,11464.722694533039
EL2,2,11546.079842409637
EL3,1,10996.676289308656
EL3,2,10852.741227522782
G1,1,14826.726785899054
G1,2,13493.538223704923
H10,1,15028.568742282901
H11,1,10206.202898726162
H11,2,10338.857831747486
H12,1,13350.52815796263
H12,2,13323.314443574776
H13,1,11462.78139141907
H13,2,11512.84054771291
H14,1,6146.088533876987
H14,2,6065.509875378642
H17,1,6854.701343908422
H17,2,7120.352964728699
H18,1,12714.79418537631
H19,1,13122.1037568569
H2,1,3966.2466776230167
H20,1,5630.12663808917
H20,2,5485.968789271653
H22,1,11039.381189826137
H22,2,11189.178651034741
H25,1,10700.164943627882
H25,2,10840.611540339558
H26,1,7450.117594445072
H26,2,7134.677921196157
H28,1,15825.436828165462
H28,2,16077.299753005631
H3,1,4914.434944374155
H3,2,5886.420595457375
H32,1,8052.437467113531
H32,2,8084.053217222952
H37,1,7122.74987468986
H37,2,7241.584707617721
H9,1,15092.872759657594
H91,1,12099.70559456834
H91,2,11839.373568783085
H98,1,13051.59930308529
H98,2,13165.043342993136
K1,1,11616.785444183162
K1,2,11067.500447484452
K1,4,363.85857304420387
K2,1,10716.177166411739
K2,2,10940.193231335441
K3,1,17620.827123730454
K3,2,17764.669902017806
K3,3,474.68410548490033
K3,4,497.4193401949707
K4,1,9843.88411595553
K4,2,9869.569317337251
K5,1,14577.237147622314
K5,2,14571.647891765671
N1,1,25572.77874315063
N1,2,25214.530755376352
N109,1,17610.462575481662
N109,2,17913.503070538984
N11,1,24610.252626662565
N11,2,23983.859563649155
N113,1,19495.30360996831
N113,2,19028.6413620673
N133,1,18703.922258048115
N133,2,18734.158290319014
N136,1,26188.96165141762
N136,2,25814.209166422617
N137,1,16483.86584126262
N137,2,16246.568601180696
N140,1,20021.8568146645
N140,2,19157.241225744896
N15,1,27797.166535184166
N15,2,27640.882990694707
N155,1,16108.01900521633
N155,2,16475.948961572947
N16,1,16292.401001462236
N16,2,16328.596568911533
N171,1,17712.471021942376
N171,2,17669.384293271403
N18,1,22367.607715385508
N18,2,22310.57722880015
N19,1,14905.768878163275
N19,2,14702.634172486369
N199,1,32406.206615139083
N199,2,32374.462136907023
N2,1,14330.322564182896
N2,2,14261.965736231467
N20,1,21458.17606606537
N20,2,21232.532955650342
N205,1,16262.844978904119
N205,2,16524.413719761244
N207,1,27234.789826837954
N207,2,27250.01777932392
N21,1,25603.07290695371
N21,2,25552.214212504867
N22,1,19885.898813730702
N22,2,19954.196986292238
N242,1,11453.014229098713
N242,2,11626.571786942472
N25,1,16825.727233457237
N25,2,17068.501341969128
N250,1,12588.004440187893
N250,2,12715.425795844327
N253,1,17942.707744535714
N253,2,17696.14940340547
N26,1,21655.418060649
N26,2,21729.991466434305
N266,1,15567.74177407081
N266,2,15470.381484202368
N27,1,10354.433573297072
N27,2,11125.021378359032
N277,1,14629.024124214675
N277,2,14887.034272906827
N279,1,22591.391292653712
N279,2,22600.89236999991
N28,1,17581.12521687404
N28,2,15393.055380725928
N29,1,19177.09635673519
N29,2,19049.387296573314
N3,1,23817.016831566303
N3,2,23566.647384703458
N31,1,15707.676779399131
N31,2,15086.54878174078
N33,1,15770.192055417458
N33,2,15796.154887539642
N343,1,13292.767658117948
N343,2,13562.911236402144
N38,1,16097.145307499115
N38,2,16118.127793813326
N381,1,14005.217018599824
N381,2,14278.031105135988
N41,1,15585.755591940166
N41,2,15478.354077667547
N44,1,23093.623554044385
N44,2,23248.085961481822
N5,1,20497.060946269492
N5,2,20149.555756387013
N53,1,18840.263565415906
N53,2,18121.830772431447
N55,1,21778.54794010174
N55,2,21637.117295393833
N550,1,15760.431993389075
N550,2,15599.098402081067
N551,1,18482.529235299986
N551,2,17741.119873756503
N63,1,14934.249690246766
N63,2,15492.152823069215
N65,1,22749.70236867815
N65,2,22585.509300795384
N68,1,28533.229986271934
N68,2,28940.387658129155
N7,1,23047.148564931496
N7,2,22561.272740432763
N72,1,12863.669613051778
N72,2,12841.252987571632
N73,1,16158.611760605254
N73,2,16084.50028674729
N74,1,15385.998879502145
N74,2,15352.045782957752
N8,1,24824.600907024695
N8,2,24704.733779252914
N83,1,19227.304203306783
N83,2,19278.581467476077
N86,1,22273.818570090007
N86,2,21622.687192361456
N87,1,23862.407973354035
N87,2,23318.79938191399
N89,1,32306.152415018245
N89,2,32082.52466833668
N9,1,29051.79459960095
N9,2,29964.570233163424
N91,1,22015.175676994073
N91,2,22151.11526807923
N97,1,9236.242851365227
N97,2,9084.466832079228
N98,1,20662.67296979775
N98,2,20743.876077914265
P12,1,12206.557289646793
P12,2,12414.544335291403
P13,1,12726.934623102738
P13,2,12984.329769122014
P4,1,10992.816222866555
P4,2,11237.434814478509
P5,1,9454.310103239597
P5,2,9583.78423290565
R1,1,12262.509877801367
R1,2,12163.830453569903
R10,1,3765.1376662549437
R10,2,15126.646250605263
R11,1,11809.658558577632
R11,2,11908.16505712728
R2,1,13282.99486196863
R2,2,13442.883740055953
R3,1,10430.355374890294
R3,2,10388.218257318887
R4,1,9457.70831421604
R4,2,9648.967239212774
R5,1,3765.1376662549437
R5,2,15261.888130414125
R6,1,5651.334996662069
R6,2,6348.045634471449
R68,1,13757.133928304986
R68,2,13630.622163096834
R7,1,16331.928190836743
R7,2,14621.086061475562
R70,1,12860.76037547281
R70,2,8943.113914022788
R8,1,10858.521131584457
R8,2,10132.67188117965
R9,1,2233.593736775377
R9,2,5008.62194519567
S1,1,14497.505998379176
S1,2,14740.51857253707
S3,1,12962.26016409975
S3,2,13286.599896222271
S4,1,14384.23894088565
S4,2,14241.381175499713
TR1,1,1821.577568435344
TR1,2,2114.4633990869474
TR2,1,8344.090278076272
TR2,2,8041.475617897782
TR3,1,17652.44857037984
TR3,2,17423.415435163017
TR4,1,1821.577568435344
TR4,2,1399.672104458755
U1,1,11609.984834315708
U1,2,11574.176336102788
U10,1,7658.6507261650995
U10,2,6806.21170093783
U2,1,7700.385836721583
U2,2,7836.386205089255
U3,1,13230.489726886495
U3,2,12774.999190615275
U4,1,10836.650701243718
U4,2,11095.107086258808
U5,1,12263.031806248926
U5,2,12468.090406979194
U7,1,10348.620389679063
U7,2,10063.390878726399
U9,1,9359.763539882064
U9,2,7206.4128137694815
UL1,1,7315.31279058038
UL1,2,6216.205883512486
UL10,1,8599.38552667911
UL10,2,11514.50962904679
UL11,1,5711.381137757036
UL11,2,5583.809887049597
UL12,1,9950.486448602343
UL12,2,9962.329303068887
UL13,1,7964.102312373163
UL13,2,7877.384642349072
UL14,1,8092.713785256435
UL14,2,5419.683997316956
UL15,1,8839.683194356712
UL15,2,8874.483262403588
UL16,1,13498.173404633138
UL16,2,9749.675304916373
UL17,1,14888.907591503008
UL17,2,14898.006658249778
UL18,1,10284.9579929617
UL18,2,10307.361590465753
UL19,1,15194.823870527867
UL19,2,15326.796773404965
UL2,1,15956.547444279346
UL2,2,15432.139375940624
UL20,1,12694.768826250487
UL20,2,12684.103105746304
UL21,1,10202.583125952366
UL21,2,10189.716123482856
UL22,1,1461.6104132086634
UL23,1,4791.313751026307
UL23,2,4993.98989501726
UL24,1,12592.64004587212
UL24,2,12636.497218303442
UL25,1,6098.334085080123
UL25,2,11949.234191070322
UL26,1,8382.756744590592
UL26,2,8321.855647527665
UL27,1,1494.210955548587
UL27,2,1497.4538772721946
UL28,1,4541.763668712151
UL28,2,4676.578463254773
UL3,1,11582.882497265518
UL3,2,11778.457385727832
UL30,1,8649.617809049218
UL30,2,3683.677290484132
UL31,1,6385.277072692881
UL31,2,6359.55969601458
UL32,1,7855.122708150211
UL32,2,8303.212763805599
UL33,1,9490.00081365034
UL33,2,9175.0269509155
UL34,1,4618.1065751158785
UL34,2,4662.633452728159
UL35,1,6927.352728253804
UL35,2,7018.549558613425
UL36,1,7389.428652867155
UL36,2,7211.1218688371755
UL37,1,3231.912667510758
UL37,2,3385.5991342109687
UL38,1,8072.952910851083
UL38,2,8820.984383421639
UL39,1,14947.847794063522
UL4,1,10625.203681678784
UL4,2,10523.353883430269
UL40,1,12855.987357017237
UL40,2,15894.042043247555
UL41,1,9569.775572878949
UL41,2,8853.20000927282
UL42,1,10213.568055979225
UL42,2,10189.716123482856
UL43,1,8358.133185279643
UL43,2,3937.4842037342405
UL44,1,6953.474869157402
UL44,2,7004.838858708419
UL46,1,3551.3870330358177
UL46,2,3201.596095319618
UL47,1,6686.221871678567
UL47,2,6743.564790469629
UL48,1,3164.487004239392
UL48,2,3162.1891151542472
UL49,1,7231.025490125325
UL49,2,7609.751693978
UL5,1,11952.257089037626
UL5,2,10678.8095568931
UL50,1,8353.589142629116
UL50,2,8139.9032765336815
UL51,1,10585.57693427225
UL51,2,10491.057873195017
UL52,1,1900.2470987366326
UL52,2,1932.0979615441033
UL53,1,11948.419998784635
UL53,2,12435.697342348803
UL55,1,11997.013091518054
UL55,2,11628.352820282926
UL56,1,11388.827591273388
UL56,2,11283.614120546008
UL57,1,4953.778464415638
UL57,2,5009.763300656373
UL58,1,6054.809846040691
UL58,2,6611.63682980179
UL6,1,9490.832682120152
UL60,1,8599.38552667911
UL60,2,11514.50962904679
UL61,1,6801.736126173957
UL61,2,6828.158106181296
UL62,1,7326.900746642091
UL62,2,6843.690353652522
UL63,1,7400.394623804267
UL63,2,5786.870148302633
UL64,1,8410.744530590506
UL64,2,8113.623665337692
UL65,1,10284.9579929617
UL65,2,18631.312881838803
UL66,1,8353.589142629116
UL66,2,16463.854567906732
UL67,1,8054.878814964483
UL67,2,8070.607493670824
UL68,1,6601.798130984864
UL68,2,6670.237746330539
UL69,1,8599.38552667911
UL69,2,11514.50962904679
UL7,1,9541.751991121015
UL7,2,9548.791072054424
UL70,1,10202.583125952366
UL70,2,10189.716123482856
UL71,1,11579.74679845865
UL71,2,11882.22941240083
UL72,1,9977.239846576998
UL72,2,10020.95556863236
UL73,1,6714.443839030089
UL73,2,6856.074532188078
UL74,1,10829.87943055623
UL74,2,10756.588313564373
UL75,1,7446.031598842428
UL75,2,7557.215034365358
UL76,1,4731.56005309016
UL76,2,4719.009856756329
UL77,1,9697.128678160509
UL77,2,9260.519237928447
UL78,1,10653.663134739438
UL78,2,10553.023349493864
UL79,1,12973.827169785189
UL79,2,12891.04501872743
UL8,1,6517.938416776637
UL8,2,6826.525397041566
UL80,1,6620.690576786936
UL80,2,6651.475027102645
UL81,1,13121.85546963439
UL81,2,13265.959558758184
UL82,1,5417.517604955244
UL82,2,2915.104972380926
UL85,1,10293.367461914031
UL85,2,8853.726076267067
UL86,1,11417.976069591232
UL86,2,7069.0846203359915
UL87,1,10018.495897212406
UL87,2,9822.490656986793
UL88,1,9497.81488556157
UL88,2,3674.7602206798338
UL89,1,5374.944092952098
UL89,2,5496.055714029062
UL9,1,6739.975893368975
UL9,2,6856.074532188078
UL91,1,12820.281621633105
UL91,2,13103.65831541933
UL92,1,19611.729891286355
UL92,2,14009.464300964544
UL96,1,14896.238232525804
UL96,2,14907.147728624574
W11,1,6250.937139722026
W11,2,6383.212599711444
W12,1,9571.858149214917
W12,2,9731.49126508011
W13,1,6441.501580126428
W13,2,6409.972539437775
W14,1,10918.031393041952
W14,2,11278.751048674958
W15,1,12693.520141148092
W15,2,12222.291278066523
W16,1,9100.54160351794
W16,2,9101.481913974849
W19,1,12587.179804382202
W19,2,12589.681655949742
W3,1,10522.944456138322
W3,2,10566.896888333633
W4,1,9448.322498972177
W4,2,9066.751175785972
W5,1,4403.256903660826
W5,2,4059.999320552694
W6,1,6470.001176578813
W6,2,6797.855595918722
W7,1,3827.2262597161534
W7,2,3823.279603377106
W8,1,9434.495899722739
W8,2,9446.994120226298
W9,1,8223.417750396475
W9,2,8165.690252633453
X140,1,14900.72871696705
X140,2,14821.371158705806
X26,1,30937.16603150791
X26,2,31094.57275527052
X68,1,17299.84098664891
X68,2,17573.124390512876
